AmbulanceR;BikeInjury;CrashID;CrashYear;SpeedLimit;TraffCntrl;Weather
No;C: Possible Injury;104931530;2016;30 - 35  MPH;Stop And Go Signal;Clear
Yes;O: No Injury;104931533;2016;50 - 55  MPH;No Control Present;Clear
Yes;C: Possible Injury;104932608;2016;50 - 55  MPH;No Control Present;Clear
Yes;C: Possible Injury;104932650;2016;30 - 35  MPH;No Control Present;Clear
No;O: No Injury;104932691;2016;40 - 45  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;104933956;2016;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;104934032;2016;50 - 55  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;104935244;2016;50 - 55  MPH;No Control Present;Clear
No;C: Possible Injury;104935933;2016;30 - 35  MPH;Yield Sign;Clear
Yes;C: Possible Injury;104936937;2016;30 - 35  MPH;No Control Present;Rain
Yes;C: Possible Injury;104937199;2016;30 - 35  MPH;Stop Sign;Rain
No;C: Possible Injury;104939174;2016;40 - 45  MPH;Flashing Stop And Go Signal;Clear
Yes;C: Possible Injury;104939851;2016;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;104939997;2016;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;C: Possible Injury;104940916;2016;40 - 45  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;104941030;2016;20 - 25  MPH;No Control Present;Clear
No;C: Possible Injury;104942024;2016;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;104942278;2016;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;104943198;2016;30 - 35  MPH;Stop And Go Signal;Clear
Yes;O: No Injury;104944429;2016;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;104944946;2016;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;104945340;2016;40 - 45  MPH;Stop And Go Signal;Clear
No;O: No Injury;104945628;2016;30 - 35  MPH;Stop And Go Signal;Rain
Yes;C: Possible Injury;104946995;2016;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;104947077;2016;30 - 35  MPH;Stop Sign;Clear
Yes;Unknown Injury;104947134;2016;20 - 25  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;104948017;2016;40 - 45  MPH;No Control Present;Clear
Yes;Unknown Injury;104948501;2016;20 - 25  MPH;No Control Present;Clear
Yes;Unknown Injury;104948562;2016;40 - 45  MPH;No Control Present;Cloudy
No;O: No Injury;104949080;2016;20 - 25  MPH;No Control Present;Cloudy
No;C: Possible Injury;104949518;2016;30 - 35  MPH;No Control Present;Cloudy
Yes;C: Possible Injury;104949776;2016;Unknown;Stop Sign;Clear
No;C: Possible Injury;104949981;2016;20 - 25  MPH;Other;Clear
No;O: No Injury;104951860;2016;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;104952227;2016;30 - 35  MPH;No Control Present;Rain
No;O: No Injury;104952473;2016;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;104954528;2016;Unknown;Stop Sign;Clear
No;C: Possible Injury;104955134;2016;Unknown;No Control Present;Cloudy
Yes;Unknown Injury;104959926;2016;20 - 25  MPH;Stop And Go Signal;Clear
Yes;A: Suspected Serious Injury;104960105;2016;30 - 35  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;104960703;2016;50 - 55  MPH;Stop Sign;Clear
No;C: Possible Injury;104962235;2016;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;104963531;2016;20 - 25  MPH;No Control Present;Clear
No;C: Possible Injury;104963619;2016;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;104963967;2016;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;104965015;2016;50 - 55  MPH;No Control Present;Clear
Yes;C: Possible Injury;104965979;2016;40 - 45  MPH;No Control Present;Clear
No;C: Possible Injury;104966162;2016;20 - 25  MPH;Stop And Go Signal;Clear
No;Unknown Injury;104966278;2016;30 - 35  MPH;Stop And Go Signal;Rain
No;C: Possible Injury;104967613;2016;20 - 25  MPH;School Zone Signs;Cloudy
No;Unknown Injury;104969490;2016;5 - 15 MPH;Stop Sign;Clear
Yes;A: Suspected Serious Injury;104970564;2016;40 - 45  MPH;Stop Sign;Clear
Yes;C: Possible Injury;104970958;2016;30 - 35  MPH;Stop Sign;Cloudy
Yes;K: Killed;104972478;2016;50 - 55  MPH;No Control Present;Clear
Yes;C: Possible Injury;104973451;2017;40 - 45  MPH;No Control Present;Clear
No;Unknown Injury;104973899;2016;30 - 35  MPH;Stop Sign;Clear
No;C: Possible Injury;104974992;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;104975518;2016;30 - 35  MPH;Flashing Stop And Go Signal;Clear
Yes;K: Killed;104975946;2017;40 - 45  MPH;Stop Sign;Clear
Yes;C: Possible Injury;104976024;2016;40 - 45  MPH;Stop And Go Signal;Clear
Yes;K: Killed;104976098;2016;40 - 45  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;104976457;2016;20 - 25  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;104976493;2016;30 - 35  MPH;No Control Present;Clear
No;O: No Injury;104979936;2016;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;104981688;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;104982091;2016;20 - 25  MPH;Stop Sign;Clear
Yes;A: Suspected Serious Injury;104983107;2016;30 - 35  MPH;No Control Present;Rain
Yes;C: Possible Injury;104985351;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;104987299;2017;30 - 35  MPH;No Control Present;Cloudy
No;C: Possible Injury;104987710;2017;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;104988426;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;104988453;2017;5 - 15 MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;104988703;2017;40 - 45  MPH;Stop Sign;Clear
Yes;A: Suspected Serious Injury;104989050;2017;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;104991224;2017;5 - 15 MPH;No Control Present;Rain
No;C: Possible Injury;104991950;2017;40 - 45  MPH;Stop Sign;Cloudy
No;O: No Injury;104992416;2017;Unknown;No Control Present;Clear
No;C: Possible Injury;104992996;2017;50 - 55  MPH;No Control Present;Clear
Yes;C: Possible Injury;104993313;2017;40 - 45  MPH;No Control Present;Clear
Yes;K: Killed;104993807;2017;40 - 45  MPH;No Control Present;Fog
No;C: Possible Injury;104995167;2016;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;104995241;2016;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;104996144;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;104996348;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;104996557;2016;30 - 35  MPH;Stop Sign;Cloudy
Yes;C: Possible Injury;104996710;2017;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;104998733;2017;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;104999858;2016;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;Unknown Injury;105000521;2016;30 - 35  MPH;No Control Present;Clear
No;O: No Injury;105000670;2017;40 - 45  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105001546;2017;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;105001656;2017;30 - 35  MPH;Stop And Go Signal;Cloudy
Yes;A: Suspected Serious Injury;105001940;2017;30 - 35  MPH;Double Yellow Line; No Passing Zone
No;C: Possible Injury;105002377;2017;20 - 25  MPH;No Control Present;Clear
No;C: Possible Injury;105002576;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105005380;2017;20 - 25  MPH;No Control Present;Clear
No;C: Possible Injury;105005726;2017;40 - 45  MPH;Stop And Go Signal;Clear
Yes;K: Killed;105007814;2017;50 - 55  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;105009171;2017;30 - 35  MPH;Stop Sign;Clear
No;C: Possible Injury;105010232;2017;20 - 25  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105010401;2017;40 - 45  MPH;No Control Present;Clear
Yes;Unknown Injury;105010989;2017;40 - 45  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105011387;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;A: Suspected Serious Injury;105012050;2017;40 - 45  MPH;Stop And Go Signal;Clear
Yes;A: Suspected Serious Injury;105012407;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
No;O: No Injury;105013397;2017;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105014105;2017;30 - 35  MPH;No Control Present;Clear
Yes;O: No Injury;105015611;2017;30 - 35  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;105016672;2017;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;105018291;2017;40 - 45  MPH;No Control Present;Clear
Yes;K: Killed;105019099;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105019973;2017;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105020636;2017;30 - 35  MPH;Stop And Go Signal;Clear
No;O: No Injury;105021435;2017;40 - 45  MPH;No Control Present;Cloudy
Yes;C: Possible Injury;105024466;2017;40 - 45  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;105024681;2017;30 - 35  MPH;Stop Sign;Clear
No;O: No Injury;105024782;2017;20 - 25  MPH;Stop Sign;Clear
Yes;K: Killed;105024960;2017;50 - 55  MPH;No Control Present;Clear
Yes;C: Possible Injury;105024968;2017;30 - 35  MPH;Stop Sign;Clear
No;C: Possible Injury;105025354;2017;20 - 25  MPH;Stop And Go Signal;Clear
No;O: No Injury;105025424;2017;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105025462;2017;50 - 55  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;105025696;2017;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;K: Killed;105025938;2017;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;105028129;2017;20 - 25  MPH;No Control Present;Clear
No;O: No Injury;105028671;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;O: No Injury;105031046;2017;30 - 35  MPH;Stop Sign;Rain
Yes;C: Possible Injury;105031165;2017;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105032716;2017;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;A: Suspected Serious Injury;105032975;2017;50 - 55  MPH;Stop Sign;Clear
No;O: No Injury;105033498;2017;20 - 25  MPH;No Control Present;Clear
Yes;O: No Injury;105034970;2017;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;105037081;2017;30 - 35  MPH;Stop Sign;Clear
No;Unknown Injury;105037327;2017;30 - 35  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;105037651;2017;40 - 45  MPH;Stop Sign;Clear
No;O: No Injury;105041447;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105041449;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;O: No Injury;105042624;2017;5 - 15 MPH;No Control Present;Clear
No;C: Possible Injury;105042980;2017;20 - 25  MPH;No Control Present;Cloudy
Yes;K: Killed;105043127;2017;40 - 45  MPH;Stop And Go Signal;Fog
Yes;A: Suspected Serious Injury;105043467;2017;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;105043829;2017;40 - 45  MPH;No Control Present;Clear
No;O: No Injury;105044492;2017;30 - 35  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;105045649;2017;40 - 45  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;105045763;2017;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105049095;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105049946;2017;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105049963;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;O: No Injury;105050478;2017;5 - 15 MPH;No Control Present;Clear
No;C: Possible Injury;105050868;2017;40 - 45  MPH;No Control Present;Clear
No;O: No Injury;105050927;2017;30 - 35  MPH;Stop Sign;Cloudy
Yes;O: No Injury;105051792;2017;5 - 15 MPH;Stop And Go Signal;Clear
No;C: Possible Injury;105052251;2017;40 - 45  MPH;No Control Present;Cloudy
Yes;C: Possible Injury;105052658;2017;30 - 35  MPH;No Control Present;Clear
Yes;Unknown Injury;105056267;2017;40 - 45  MPH;Stop Sign;Cloudy
No;C: Possible Injury;105056441;2017;30 - 35  MPH;Stop Sign;Cloudy
Yes;A: Suspected Serious Injury;105057959;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105058058;2017;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105058348;2017;50 - 55  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105059669;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105060092;2017;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;105060283;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105060893;2017;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;105061208;2017;20 - 25  MPH;No Control Present;Clear
No;O: No Injury;105061213;2017;5 - 15 MPH;Stop Sign;Clear
Yes;C: Possible Injury;105061363;2017;30 - 35  MPH;No Control Present;Cloudy
Yes;A: Suspected Serious Injury;105061372;2017;30 - 35  MPH;No Control Present;Rain
No;O: No Injury;105061496;2017;40 - 45  MPH;Stop Sign;Clear
No;O: No Injury;105061865;2017;5 - 15 MPH;No Control Present;Clear
No;C: Possible Injury;105062308;2017;20 - 25  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105062398;2017;40 - 45  MPH;Stop Sign;Clear
No;C: Possible Injury;105063917;2017;30 - 35  MPH;Stop Sign;Clear
No;Unknown Injury;105064536;2017;20 - 25  MPH;Stop And Go Signal;Clear
Yes;A: Suspected Serious Injury;105064809;2017;40 - 45  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105065169;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
No;C: Possible Injury;105065597;2017;30 - 35  MPH;Stop And Go Signal;Cloudy
Yes;Unknown Injury;105065640;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105066053;2017;Unknown;No Control Present;Clear
Yes;C: Possible Injury;105066647;2017;5 - 15 MPH;No Control Present;Clear
Yes;C: Possible Injury;105068760;2017;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105069757;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
No;C: Possible Injury;105070210;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105071790;2017;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;105072993;2017;20 - 25  MPH;Stop Sign;Clear
Yes;A: Suspected Serious Injury;105074366;2017;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;105074464;2017;20 - 25  MPH;Stop Sign;Clear
Yes;K: Killed;105074553;2017;30 - 35  MPH;No Control Present;Clear
No;O: No Injury;105079559;2016;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;105081444;2017;30 - 35  MPH;No Control Present;Clear
Yes;K: Killed;105081973;2017;40 - 45  MPH;No Control Present;Clear
No;C: Possible Injury;105082268;2017;20 - 25  MPH;No Control Present;Clear
Yes;O: No Injury;105082892;2017;20 - 25  MPH;Stop Sign;Clear
No;C: Possible Injury;105083162;2017;40 - 45  MPH;Other;Clear
Yes;C: Possible Injury;105087171;2017;5 - 15 MPH;No Control Present;Cloudy
Yes;O: No Injury;105087279;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;O: No Injury;105090776;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;A: Suspected Serious Injury;105091308;2017;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105092068;2017;60 - 75 MPH;No Control Present;Cloudy
Yes;C: Possible Injury;105092308;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105094550;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105094622;2017;30 - 35  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;105094857;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
No;Unknown Injury;105096607;2017;40 - 45  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105096621;2017;20 - 25  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;105097465;2017;30 - 35  MPH;Stop Sign;Rain
No;C: Possible Injury;105097656;2017;40 - 45  MPH;Stop And Go Signal;Cloudy
Yes;A: Suspected Serious Injury;105098170;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105100395;2017;Unknown;No Control Present;Cloudy
No;O: No Injury;105100405;2017;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105100455;2017;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;105101035;2017;40 - 45  MPH;No Control Present;Clear
Yes;K: Killed;105101051;2017;50 - 55  MPH;No Control Present;Clear
Yes;C: Possible Injury;105101496;2017;40 - 45  MPH;Stop And Go Signal;Rain
No;Unknown Injury;105101552;2017;5 - 15 MPH;Stop Sign;Clear
Yes;C: Possible Injury;105102061;2017;30 - 35  MPH;Stop Sign;Clear
No;C: Possible Injury;105102506;2017;40 - 45  MPH;No Control Present;Clear
No;C: Possible Injury;105102619;2017;30 - 35  MPH;No Control Present;Cloudy
No;Unknown Injury;105103088;2017;Unknown;No Control Present;Clear
Yes;Unknown Injury;105104226;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105104273;2017;20 - 25  MPH;Stop Sign;Clear
Yes;O: No Injury;105104279;2017;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;105105861;2017;40 - 45  MPH;No Control Present;Cloudy
Yes;A: Suspected Serious Injury;105106070;2017;20 - 25  MPH;Stop Sign;Clear
No;O: No Injury;105106185;2017;Unknown;Stop Sign;Clear
Yes;C: Possible Injury;105106254;2017;30 - 35  MPH;Stop Sign;Clear
No;C: Possible Injury;105108206;2017;Unknown;No Control Present;Clear
No;O: No Injury;105108443;2017;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;105108486;2017;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;105109811;2017;40 - 45  MPH;No Control Present;Clear
No;C: Possible Injury;105110186;2017;40 - 45  MPH;No Control Present;Clear
No;C: Possible Injury;105110472;2017;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105111014;2017;30 - 35  MPH;Stop And Go Signal;Clear
No;O: No Injury;105111099;2017;30 - 35  MPH;No Control Present;Clear
No;O: No Injury;105112229;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105112462;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105114700;2017;Unknown;No Control Present;Clear
No;O: No Injury;105114732;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105115288;2017;30 - 35  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;105115624;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;K: Killed;105115677;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
No;O: No Injury;105116361;2017;5 - 15 MPH;No Control Present;Clear
Yes;C: Possible Injury;105116586;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105116602;2017;20 - 25  MPH;Flashing Signal Without Stop Sign;Clear
No;C: Possible Injury;105117887;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;C: Possible Injury;105118411;2017;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;105118654;2017;5 - 15 MPH;Stop Sign;Clear
Yes;C: Possible Injury;105118694;2017;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;105118788;2016;20 - 25  MPH;No Control Present;Clear
No;C: Possible Injury;105119181;2017;5 - 15 MPH;No Control Present;Clear
No;O: No Injury;105120256;2017;20 - 25  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;105120716;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;O: No Injury;105120938;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;Unknown Injury;105121242;2017;30 - 35  MPH;Stop Sign;Clear
Yes;A: Suspected Serious Injury;105122418;2017;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;105123729;2017;40 - 45  MPH;Stop Sign;Clear
No;C: Possible Injury;105123801;2017;20 - 25  MPH;No Control Present;Clear
No;Unknown Injury;105124359;2017;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105125137;2017;5 - 15 MPH;No Control Present;Cloudy
Yes;K: Killed;105125493;2017;50 - 55  MPH;No Control Present;Clear
No;O: No Injury;105126032;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105126484;2017;30 - 35  MPH;Double Yellow Line; No Passing Zone
No;C: Possible Injury;105127075;2017;20 - 25  MPH;Stop Sign;Clear
No;C: Possible Injury;105127079;2017;30 - 35  MPH;No Control Present;Rain
Yes;C: Possible Injury;105128503;2017;40 - 45  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105128648;2017;5 - 15 MPH;Stop Sign;Clear
Yes;K: Killed;105130569;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;O: No Injury;105130845;2017;50 - 55  MPH;No Control Present;Clear
No;C: Possible Injury;105131318;2017;Unknown;No Control Present;Cloudy
No;C: Possible Injury;105131649;2017;20 - 25  MPH;Stop And Go Signal;Clear
Yes;K: Killed;105131758;2017;20 - 25  MPH;Stop Sign;Clear
Yes;O: No Injury;105131771;2017;30 - 35  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;105132059;2017;30 - 35  MPH;Stop Sign;Clear
No;C: Possible Injury;105132442;2017;20 - 25  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;105132607;2017;50 - 55  MPH;No Control Present;Cloudy
Yes;C: Possible Injury;105132833;2017;40 - 45  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;105132890;2017;50 - 55  MPH;No Control Present;Clear
No;A: Suspected Serious Injury;105134166;2017;30 - 35  MPH;Stop Sign;Clear
Yes;A: Suspected Serious Injury;105135199;2017;40 - 45  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105135880;2017;30 - 35  MPH;No Control Present;Clear
No;O: No Injury;105135882;2017;30 - 35  MPH;RR Gate And Flasher;Clear
Yes;C: Possible Injury;105136229;2017;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;105136755;2017;5 - 15 MPH;No Control Present;Cloudy
Yes;A: Suspected Serious Injury;105137385;2017;50 - 55  MPH;No Control Present;Cloudy
No;O: No Injury;105137932;2017;5 - 15 MPH;No Control Present;Clear
Yes;K: Killed;105138004;2017;20 - 25  MPH;Stop Sign;Clear
No;C: Possible Injury;105138648;2017;Unknown;No Control Present;Clear
No;O: No Injury;105139101;2017;30 - 35  MPH;Stop And Go Signal;Clear
No;O: No Injury;105140207;2017;30 - 35  MPH;Stop Sign;Clear
Yes;O: No Injury;105140297;2017;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;105140849;2017;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105141444;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105142327;2017;5 - 15 MPH;Stop Sign;Clear
Yes;O: No Injury;105142730;2017;Unknown;Stop And Go Signal;Clear
No;C: Possible Injury;105142794;2017;30 - 35  MPH;Stop Sign;Clear
No;C: Possible Injury;105143316;2017;Unknown;Stop Sign;Clear
Yes;C: Possible Injury;105143659;2017;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105143885;2017;30 - 35  MPH;Stop Sign;Clear
No;O: No Injury;105144323;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105145237;2017;50 - 55  MPH;No Control Present;Clear
Yes;C: Possible Injury;105145678;2017;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;105146482;2017;30 - 35  MPH;Stop And Go Signal;Clear
Yes;Unknown Injury;105146933;2017;30 - 35  MPH;Stop And Go Signal;Cloudy
Yes;C: Possible Injury;105147628;2017;30 - 35  MPH;Stop Sign;Clear
Yes;A: Suspected Serious Injury;105148218;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105150349;2017;Unknown;Stop Sign;Clear
Yes;C: Possible Injury;105150488;2017;30 - 35  MPH;Stop Sign;Clear
Yes;K: Killed;105151164;2017;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;105151475;2017;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105152220;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105152287;2017;40 - 45  MPH;Flashing Stop And Go Signal;Clear
Yes;A: Suspected Serious Injury;105152296;2017;40 - 45  MPH;Stop And Go Signal;Clear
No;O: No Injury;105152962;2017;30 - 35  MPH;Stop Sign;Clear
Yes;K: Killed;105153313;2017;30 - 35  MPH;Stop Sign;Rain
No;C: Possible Injury;105153477;2017;30 - 35  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;105155190;2017;Unknown;No Control Present;Clear
Yes;A: Suspected Serious Injury;105155854;2017;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105156440;2017;40 - 45  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;105156682;2017;20 - 25  MPH;No Control Present;Clear
No;C: Possible Injury;105157682;2017;20 - 25  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;105157751;2017;20 - 25  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;105158256;2017;Unknown;Stop Sign;Clear
No;O: No Injury;105158497;2017;30 - 35  MPH;Stop Sign;Clear
No;C: Possible Injury;105158696;2017;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;105158929;2017;50 - 55  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;105159280;2017;50 - 55  MPH;No Control Present;Clear
Yes;O: No Injury;105159920;2017;30 - 35  MPH;Stop Sign;Clear
Yes;O: No Injury;105159979;2017;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105160357;2017;20 - 25  MPH;No Control Present;Clear
No;C: Possible Injury;105160522;2017;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;105160613;2017;40 - 45  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;105160914;2017;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;105160920;2017;50 - 55  MPH;Stop Sign;Clear
Yes;C: Possible Injury;105161581;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105162202;2017;30 - 35  MPH;Stop Sign;Clear
Yes;O: No Injury;105162276;2017;5 - 15 MPH;No Control Present;Clear
No;C: Possible Injury;105162363;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;105162932;2017;20 - 25  MPH;Stop Sign;Clear
Yes;Unknown Injury;105164450;2017;30 - 35  MPH;Stop And Go Signal;Clear
No;O: No Injury;105164606;2017;50 - 55  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;105164712;2017;30 - 35  MPH;No Control Present;Clear
No;Unknown Injury;105165033;2017;40 - 45  MPH;No Control Present;Rain
